,StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Arthritis,Binge_Drinking,High_Blood_Pressure,Cancer,Asthma,Coronary_Heart_Disease,Chronic_Pulmonary_Disease,Diabetes,Sleep,Stroke,Obesity,Smoking
0,AL,Birmingham,107000,1073000100,0107000-01073000100,31.2,10.3,47.7,5.3,13.4,7.8,11.3,17.4,45.5,5.5,46.4,27.9
1,AL,Birmingham,107000,1073000300,0107000-01073000300,30.5,10.5,48.2,4.7,12.5,8.6,11.9,19.8,44.5,6.1,47.8,29.3
2,AL,Birmingham,107000,1073000400,0107000-01073000400,31.5,10.4,49.1,5.3,13.3,7.5,10.5,18.4,45.7,5.6,45.7,25.9
3,AL,Birmingham,107000,1073000500,0107000-01073000500,35.0,9.1,54.1,6.0,13.6,9.6,12.3,22.4,46.1,7.3,48.0,26.3
4,AL,Birmingham,107000,1073000700,0107000-01073000700,36.3,7.6,56.5,5.9,14.7,11.4,14.8,25.0,48.3,9.0,52.7,30.9
5,AL,Birmingham,107000,1073000800,0107000-01073000800,37.5,8.6,57.3,6.9,13.4,10.6,12.7,24.1,44.8,7.9,48.2,25.1
6,AL,Birmingham,107000,1073001100,0107000-01073001100,32.5,9.9,50.0,6.5,12.4,7.3,8.4,18.0,42.4,5.3,42.3,18.4
7,AL,Birmingham,107000,1073001200,0107000-01073001200,33.7,10.2,52.2,6.5,12.0,8.6,9.8,20.2,43.4,6.3,44.4,21.1
8,AL,Birmingham,107000,1073001400,0107000-01073001400,34.5,9.6,53.0,7.0,11.9,9.0,9.5,20.4,42.8,6.5,43.1,19.4
9,AL,Birmingham,107000,1073001500,0107000-01073001500,33.2,9.8,52.9,5.6,13.2,9.2,11.7,21.3,46.5,6.8,48.0,27.0
10,AL,Birmingham,107000,1073001600,0107000-01073001600,36.5,9.0,53.7,6.7,13.7,10.1,12.6,21.8,44.8,7.3,45.8,25.7
11,AL,Birmingham,107000,1073001902,0107000-01073001902,33.1,9.7,51.5,5.2,13.8,8.7,12.1,20.5,46.5,6.5,48.6,28.6
12,AL,Birmingham,107000,1073002000,0107000-01073002000,35.0,9.2,51.3,6.0,13.9,9.0,13.0,20.2,45.4,6.5,48.1,28.1
13,AL,Birmingham,107000,1073002100,0107000-01073002100,31.2,10.6,46.9,5.6,13.1,7.3,10.4,16.5,44.2,5.1,44.5,25.0
14,AL,Birmingham,107000,1073002200,0107000-01073002200,30.9,10.5,48.8,5.3,13.1,7.1,9.8,17.9,45.3,5.3,45.1,24.7
15,AL,Birmingham,107000,1073002303,0107000-01073002303,31.6,9.3,50.2,5.0,14.3,8.2,11.9,19.8,47.0,6.4,49.4,29.2
16,AL,Birmingham,107000,1073002305,0107000-01073002305,22.3,16.5,30.5,5.1,10.1,4.0,5.4,8.1,34.7,2.3,31.5,16.1
17,AL,Birmingham,107000,1073002306,0107000-01073002306,26.0,15.8,33.1,7.2,9.1,5.4,5.8,8.7,31.8,2.7,28.0,13.4
18,AL,Birmingham,107000,1073002400,0107000-01073002400,28.6,11.6,44.1,5.0,12.6,7.3,10.2,16.1,43.5,5.1,44.4,26.1
19,AL,Birmingham,107000,1073002700,0107000-01073002700,26.7,13.3,43.8,4.7,11.4,7.2,9.5,15.6,42.0,4.9,42.9,25.9
20,AL,Birmingham,107000,1073002900,0107000-01073002900,36.6,8.7,56.2,6.3,13.5,10.1,12.3,23.4,46.9,7.6,48.7,25.5
21,AL,Birmingham,107000,1073003001,0107000-01073003001,24.2,13.9,37.5,4.5,12.5,6.1,8.1,13.8,38.9,4.3,36.3,20.4
22,AL,Birmingham,107000,1073003002,0107000-01073003002,38.4,7.8,57.6,6.8,13.9,11.0,13.6,24.8,45.6,8.5,49.2,25.5
23,AL,Birmingham,107000,1073003100,0107000-01073003100,32.9,9.8,51.9,5.4,13.3,8.4,11.0,20.4,45.2,6.3,48.3,26.0
24,AL,Birmingham,107000,1073003200,0107000-01073003200,36.9,8.0,57.0,6.0,14.4,11.1,14.3,24.9,47.9,8.7,52.4,29.6
25,AL,Birmingham,107000,1073003300,0107000-01073003300,36.0,9.2,55.2,6.8,12.9,9.7,10.8,21.9,45.3,7.0,46.3,22.6
26,AL,Birmingham,107000,1073003400,0107000-01073003400,34.0,9.3,53.1,5.5,13.8,8.9,12.1,21.4,47.1,6.7,49.8,28.1
27,AL,Birmingham,107000,1073003500,0107000-01073003500,29.3,11.4,45.5,5.4,12.6,6.5,8.4,15.6,44.2,4.6,42.7,21.5
28,AL,Birmingham,107000,1073003600,0107000-01073003600,32.9,10.0,50.4,6.3,12.8,7.5,9.2,18.2,43.2,5.6,43.4,20.8
29,AL,Birmingham,107000,1073003700,0107000-01073003700,31.5,9.7,50.8,4.9,13.6,7.8,11.0,19.7,46.8,6.0,49.3,27.6
30,AL,Birmingham,107000,1073003802,0107000-01073003802,32.8,9.6,50.8,5.4,13.7,7.7,10.9,19.3,45.1,5.9,47.7,26.0
31,AL,Birmingham,107000,1073003803,0107000-01073003803,33.9,9.7,52.2,6.0,13.3,8.0,10.3,20.1,44.9,6.0,46.1,23.0
32,AL,Birmingham,107000,1073003900,0107000-01073003900,29.7,10.5,47.6,4.8,13.5,7.3,10.1,18.1,46.6,5.6,46.5,26.0
33,AL,Birmingham,107000,1073004000,0107000-01073004000,35.4,9.1,54.2,6.1,13.8,9.4,12.2,22.0,46.3,7.1,48.3,26.4
34,AL,Birmingham,107000,1073004200,0107000-01073004200,36.1,9.0,56.0,6.0,13.6,10.3,13.0,23.5,45.8,7.7,49.5,27.7
35,AL,Birmingham,107000,1073004500,0107000-01073004500,14.6,14.0,25.2,2.3,12.9,3.6,6.6,7.3,39.2,2.3,34.0,22.7
36,AL,Birmingham,107000,1073004701,0107000-01073004701,21.9,17.3,28.8,6.3,8.9,4.8,4.8,7.3,30.4,2.4,26.0,12.0
37,AL,Birmingham,107000,1073004702,0107000-01073004702,26.3,15.8,32.1,7.4,8.8,5.4,5.8,8.4,29.8,2.5,27.1,11.9
38,AL,Birmingham,107000,1073004800,0107000-01073004800,28.3,14.8,34.3,8.1,8.9,6.1,6.3,9.3,29.9,2.8,27.1,11.7
39,AL,Birmingham,107000,1073004901,0107000-01073004901,22.1,17.1,30.1,5.5,9.3,5.1,6.0,8.4,32.8,2.6,29.4,16.1
40,AL,Birmingham,107000,1073004902,0107000-01073004902,17.6,16.8,27.5,3.6,9.7,3.7,5.2,7.6,35.8,2.2,31.6,18.0
41,AL,Birmingham,107000,1073005000,0107000-01073005000,18.6,16.5,27.7,4.1,9.4,4.2,5.4,7.9,35.5,2.3,31.1,16.8
42,AL,Birmingham,107000,1073005101,0107000-01073005101,34.8,8.2,54.7,5.2,15.0,10.1,14.0,23.7,48.3,8.1,52.7,31.4
43,AL,Birmingham,107000,1073005103,0107000-01073005103,38.3,8.1,57.0,8.3,12.4,10.1,10.4,22.2,40.8,7.3,42.1,17.8
44,AL,Birmingham,107000,1073005104,0107000-01073005104,17.4,14.8,31.4,2.9,11.7,3.4,5.4,9.0,42.4,2.5,38.8,20.9
45,AL,Birmingham,107000,1073005200,0107000-01073005200,36.3,8.8,55.3,6.7,13.0,9.2,10.8,22.2,43.9,6.8,46.5,22.1
46,AL,Birmingham,107000,1073005302,0107000-01073005302,31.7,12.3,43.0,7.7,10.6,7.1,8.2,13.1,36.5,4.0,34.7,17.0
47,AL,Birmingham,107000,1073005500,0107000-01073005500,35.7,8.8,54.1,6.0,14.2,10.6,13.9,23.0,46.0,7.9,49.4,29.1
48,AL,Birmingham,107000,1073005600,0107000-01073005600,31.0,13.4,37.7,9.1,9.6,8.2,8.3,10.7,31.2,4.1,28.2,15.0
49,AL,Birmingham,107000,1073005701,0107000-01073005701,34.9,9.3,53.5,6.4,13.1,8.4,10.5,20.7,44.2,6.3,46.0,23.0
50,AL,Birmingham,107000,1073005702,0107000-01073005702,37.0,8.6,56.0,7.1,13.1,9.8,11.6,22.7,44.1,7.3,46.3,22.7
51,AL,Birmingham,107000,1073005800,0107000-01073005800,17.8,15.1,29.7,3.7,10.9,3.9,5.2,8.3,38.7,2.4,35.0,17.1
52,AL,Birmingham,107000,1073005903,0107000-01073005903,32.2,11.1,45.3,7.3,11.6,8.0,9.4,14.8,38.8,4.8,38.3,19.5
53,AL,Birmingham,107000,1073005905,0107000-01073005905,32.8,10.5,47.2,6.6,12.6,8.5,11.3,16.5,41.9,5.4,42.9,25.0
54,AL,Birmingham,107000,1073005907,0107000-01073005907,30.1,11.9,43.9,6.8,11.1,6.6,7.8,13.5,38.6,3.9,37.4,17.9
55,AL,Birmingham,107000,1073005908,0107000-01073005908,31.8,10.5,46.1,6.4,12.4,8.3,10.7,16.0,42.1,5.2,43.0,24.0
56,AL,Birmingham,107000,1073005909,0107000-01073005909,27.7,11.7,43.2,5.4,12.1,5.4,7.0,13.5,41.7,3.8,40.4,18.5
57,AL,Birmingham,107000,1073005910,0107000-01073005910,26.8,12.1,42.8,5.0,12.0,5.1,6.8,13.6,42.3,3.7,40.8,18.7
58,AL,Birmingham,107000,1073010500,0107000-01073010500,40.3,7.9,60.5,7.1,13.6,11.1,13.9,26.1,45.8,8.5,49.9,26.5
59,AL,Birmingham,107000,1073010701,0107000-01073010701,14.8,16.1,24.9,2.7,11.2,2.4,4.3,6.3,39.2,1.7,35.2,18.1
60,AL,Birmingham,107000,1073010706,0107000-01073010706,14.7,18.4,21.9,3.8,10.3,3.2,4.2,5.5,33.3,1.8,24.3,15.0
61,AL,Birmingham,107000,1073010801,0107000-01073010801,25.2,14.7,33.0,7.4,8.9,4.5,4.3,8.2,29.5,2.3,26.0,8.5
62,AL,Birmingham,107000,1073010802,0107000-01073010802,32.7,12.3,37.2,11.2,8.4,6.8,5.8,9.2,24.5,2.9,22.7,7.7
63,AL,Birmingham,107000,1073010803,0107000-01073010803,22.7,16.5,31.7,5.7,9.9,4.2,5.3,8.3,35.2,2.4,30.5,15.1
64,AL,Birmingham,107000,1073010805,0107000-01073010805,31.7,11.3,49.6,7.8,9.8,6.2,5.5,15.6,35.4,4.1,35.2,10.3
65,AL,Birmingham,107000,1073011104,0107000-01073011104,29.5,12.2,43.2,6.4,11.3,6.2,7.6,13.5,39.2,3.8,38.2,18.1
66,AL,Birmingham,107000,1073011207,0107000-01073011207,24.6,12.6,39.3,4.6,12.7,4.8,7.0,12.0,43.1,3.4,40.9,21.6
67,AL,Birmingham,107000,1073011209,0107000-01073011209,27.2,10.5,42.9,4.5,13.9,6.0,9.3,14.6,43.7,4.4,44.3,25.2
68,AL,Birmingham,107000,1073011210,0107000-01073011210,23.8,10.9,39.7,3.4,14.9,4.3,8.2,12.7,46.4,3.7,44.9,27.4
69,AL,Birmingham,107000,1073011803,0107000-01073011803,28.1,11.7,42.1,5.1,12.9,5.7,8.7,13.7,43.1,4.0,42.6,24.0
70,AL,Birmingham,107000,1073011804,0107000-01073011804,26.1,11.7,42.1,4.4,13.2,5.5,8.1,13.9,43.8,4.1,43.2,23.6
71,AL,Birmingham,107000,1073011904,0107000-01073011904,34.2,9.8,52.8,6.8,12.1,7.7,8.6,19.2,41.3,5.5,42.3,18.1
72,AL,Birmingham,107000,1073012001,0107000-01073012001,43.3,9.3,54.8,11.1,11.1,11.1,11.8,20.6,35.7,7.4,35.3,16.0
73,AL,Birmingham,107000,1073012302,0107000-01073012302,25.6,17.1,30.1,5.7,10.6,5.0,7.8,8.1,35.0,2.6,30.8,22.0
74,AL,Birmingham,107000,1073012305,0107000-01073012305,30.1,12.0,47.5,5.8,11.9,5.5,6.9,15.8,42.1,4.1,40.0,17.2
75,AL,Birmingham,107000,1073012401,0107000-01073012401,27.9,11.6,45.2,5.2,11.9,5.0,6.3,14.7,41.4,3.8,40.6,16.6
76,AL,Birmingham,107000,1073012402,0107000-01073012402,30.6,12.3,43.0,6.8,11.4,7.2,9.1,13.8,39.8,4.2,38.5,20.8
77,AL,Birmingham,107000,1073012500,0107000-01073012500,36.5,9.6,54.4,6.9,12.9,9.9,11.8,21.8,43.6,6.9,45.9,24.6
78,AL,Birmingham,107000,1073012602,0107000-01073012602,34.6,11.3,48.6,7.6,11.3,9.8,11.1,17.7,38.9,5.8,39.8,21.7
79,AL,Birmingham,107000,1073012703,0107000-01073012703,14.4,20.8,20.6,3.4,9.4,2.2,3.4,4.6,32.3,1.2,26.0,13.0
80,AL,Birmingham,107000,1073012704,0107000-01073012704,26.1,17.7,31.2,6.5,9.3,5.2,6.7,8.3,31.3,2.4,27.7,15.8
81,AL,Birmingham,107000,1073012803,0107000-01073012803,11.8,21.9,16.7,3.0,9.3,1.8,2.8,3.4,30.7,1.0,22.5,11.9
82,AL,Birmingham,107000,1073013002,0107000-01073013002,39.3,8.0,58.6,7.8,12.9,11.4,12.3,24.5,43.6,8.3,46.0,21.6
83,AL,Birmingham,107000,1073013100,0107000-01073013100,36.4,8.4,55.2,7.1,13.0,9.9,11.1,22.4,43.8,7.3,46.0,21.3
84,AL,Birmingham,107000,1073013300,0107000-01073013300,37.6,8.4,56.8,6.9,13.5,10.5,12.5,23.7,44.8,7.9,47.3,24.3
85,AL,Birmingham,107000,1073013901,0107000-01073013901,33.4,10.8,50.4,6.8,12.5,7.8,9.2,18.1,42.1,5.6,40.6,19.9
86,AL,Birmingham,107000,1073014302,0107000-01073014302,18.9,16.0,30.3,4.0,10.5,3.1,4.1,8.3,36.4,2.2,30.7,14.0
87,AL,Birmingham,107000,1073014413,0107000-01073014413,17.8,18.4,23.5,5.1,8.3,3.1,3.5,6.1,30.8,1.6,21.7,10.9
88,AL,Birmingham,107000,1117030213,0107000-01117030213,21.1,17.3,29.3,5.0,9.3,3.8,4.6,7.0,35.9,1.8,29.9,13.1
89,AL,Birmingham,107000,1117030303,0107000-01117030303,13.4,20.4,22.2,2.8,9.6,1.8,3.0,4.2,37.4,1.1,29.4,13.6
90,AL,Hoover,135896,1073012906,0135896-01073012906,13.6,18.4,23.5,2.9,10.1,2.0,3.1,5.4,35.5,1.4,30.4,13.3
91,AL,Hoover,135896,1073012907,0135896-01073012907,26.2,15.8,32.2,6.9,9.4,5.2,6.3,8.7,32.0,2.5,28.7,14.5
92,AL,Hoover,135896,1073012908,0135896-01073012908,22.7,15.9,30.9,5.8,9.3,5.0,5.9,8.8,34.3,2.6,30.1,15.3
93,AL,Hoover,135896,1073012910,0135896-01073012910,27.4,15.2,32.1,7.1,9.1,4.6,5.4,8.3,29.5,2.2,27.5,11.0
94,AL,Hoover,135896,1073012912,0135896-01073012912,16.3,16.7,26.7,3.3,9.9,3.2,4.6,7.3,38.2,1.9,33.7,17.5
95,AL,Hoover,135896,1073012913,0135896-01073012913,20.3,14.4,30.8,4.5,11.3,4.5,6.2,8.5,38.6,2.7,33.5,19.6
96,AL,Hoover,135896,1073014203,0135896-01073014203,25.6,16.7,30.9,5.9,9.9,4.9,6.8,8.3,32.9,2.4,30.2,17.7
97,AL,Hoover,135896,1073014204,0135896-01073014204,22.4,17.0,28.5,5.3,9.3,3.7,5.1,7.4,33.2,2.0,28.7,14.8
98,AL,Hoover,135896,1073014302,0135896-01073014302,20.9,17.5,27.3,5.0,9.0,3.6,5.0,7.0,33.2,1.9,28.3,15.7
99,AL,Hoover,135896,1073014404,0135896-01073014404,24.7,16.5,29.7,7.0,8.8,4.8,5.2,7.5,30.6,2.2,25.6,12.0
100,AL,Hoover,135896,1073014405,0135896-01073014405,24.2,15.9,30.9,6.3,9.8,5.1,6.2,8.3,32.9,2.5,29.4,15.5
101,AL,Hoover,135896,1073014406,0135896-01073014406,29.1,14.4,34.6,8.8,8.5,5.9,5.8,9.0,28.1,2.6,25.5,10.4
102,AL,Hoover,135896,1073014408,0135896-01073014408,18.4,16.3,26.2,5.1,9.5,3.7,4.2,6.4,33.9,2.0,26.0,12.9
103,AL,Hoover,135896,1073014409,0135896-01073014409,33.2,12.8,38.6,10.5,8.8,7.5,7.1,10.3,28.8,3.4,25.6,11.0
104,AL,Hoover,135896,1073014410,0135896-01073014410,23.5,15.8,29.6,6.0,9.3,4.2,5.2,7.8,31.6,2.1,27.4,13.0
105,AL,Hoover,135896,1073014412,0135896-01073014412,26.7,15.9,31.7,7.6,8.8,5.3,5.8,8.2,29.4,2.4,26.2,12.6
106,AL,Hoover,135896,1073014413,0135896-01073014413,24.9,15.5,30.6,6.9,8.6,4.5,4.9,7.9,30.1,2.1,25.7,10.9
107,AL,Hoover,135896,1117030212,0135896-01117030212,12.5,19.6,23.3,2.1,9.2,1.8,3.2,5.0,40.2,1.2,33.6,16.4
108,AL,Hoover,135896,1117030216,0135896-01117030216,30.2,14.0,37.8,8.2,8.7,5.6,5.8,9.4,33.8,2.4,30.1,11.6
109,AL,Hoover,135896,1117030217,0135896-01117030217,31.4,13.8,39.2,8.4,8.7,6.0,6.1,9.8,33.2,2.6,30.2,11.3
110,AL,Hoover,135896,1117030303,0135896-01117030303,31.2,13.7,38.9,8.5,8.9,6.3,6.5,10.0,33.8,2.8,30.4,12.4
111,AL,Hoover,135896,1117030304,0135896-01117030304,30.3,14.5,37.7,7.9,8.9,5.6,6.0,9.4,33.6,2.5,30.3,11.8
112,AL,Hoover,135896,1117030305,0135896-01117030305,30.0,14.8,37.1,7.8,9.0,5.5,5.9,9.3,33.8,2.4,29.7,11.9
113,AL,Hoover,135896,1117030314,0135896-01117030314,23.0,17.1,31.4,5.7,9.8,4.2,5.3,7.4,37.6,2.0,31.0,14.9
114,AL,Hoover,135896,1117030330,0135896-01117030330,38.3,10.7,45.8,12.0,8.6,8.9,7.8,11.7,31.6,3.8,28.0,10.7
115,AL,Hoover,135896,1117030333,0135896-01117030333,30.1,13.9,37.7,8.0,8.6,5.5,5.8,9.5,33.0,2.4,29.1,11.3
116,AL,Hoover,135896,1117030334,0135896-01117030334,25.2,17.0,32.9,5.8,9.2,4.0,5.3,7.8,36.6,2.0,31.4,14.4
117,AL,Hoover,135896,1117030344,0135896-01117030344,33.6,13.8,40.8,9.1,9.1,6.9,7.5,10.5,34.0,3.0,31.3,13.9
118,AL,Huntsville,137000,1083020802,0137000-01083020802,18.6,18.3,28.3,3.8,10.7,2.8,4.5,6.5,40.5,1.7,31.5,18.5
119,AL,Huntsville,137000,1083021200,0137000-01083021200,22.7,16.5,33.3,5.0,10.3,4.1,5.3,8.9,38.9,2.4,31.9,16.3
120,AL,Huntsville,137000,1089000201,0137000-01089000201,33.6,9.5,50.8,5.6,14.1,8.7,11.1,19.9,49.7,6.5,48.8,26.6
121,AL,Huntsville,137000,1089000202,0137000-01089000202,17.3,12.6,31.1,2.8,14.1,4.2,6.9,8.8,44.9,2.8,39.9,22.5
122,AL,Huntsville,137000,1089000301,0137000-01089000301,34.3,9.8,49.3,6.3,13.2,8.8,11.2,18.8,45.2,5.7,46.8,25.0
123,AL,Huntsville,137000,1089000302,0137000-01089000302,34.8,9.3,50.9,5.9,14.0,8.8,11.6,19.9,46.9,6.2,49.0,26.4
124,AL,Huntsville,137000,1089000403,0137000-01089000403,32.7,10.5,47.7,6.5,12.3,6.9,8.1,16.6,43.8,4.6,42.9,18.4
125,AL,Huntsville,137000,1089000501,0137000-01089000501,33.1,10.7,47.1,6.6,12.2,7.6,9.1,16.5,43.3,4.7,42.7,20.3
126,AL,Huntsville,137000,1089000502,0137000-01089000502,33.3,10.5,48.3,6.4,12.9,7.7,9.6,17.6,45.4,5.2,44.9,22.4
127,AL,Huntsville,137000,1089000503,0137000-01089000503,31.6,11.4,45.1,6.3,12.3,6.7,8.1,15.2,43.6,4.3,41.8,19.4
128,AL,Huntsville,137000,1089000601,0137000-01089000601,32.4,11.3,44.4,7.1,11.5,7.8,9.0,14.8,41.2,4.4,39.8,19.1
129,AL,Huntsville,137000,1089000602,0137000-01089000602,36.2,10.1,48.7,7.6,12.4,9.5,11.5,17.7,42.8,5.6,43.5,22.7
130,AL,Huntsville,137000,1089000701,0137000-01089000701,33.2,9.9,48.3,6.2,13.2,8.9,11.2,18.5,45.3,5.9,46.4,25.1
131,AL,Huntsville,137000,1089000702,0137000-01089000702,39.9,8.9,52.1,9.4,12.0,10.6,11.5,18.9,41.4,6.2,41.1,19.0
132,AL,Huntsville,137000,1089000901,0137000-01089000901,35.7,12.7,40.8,9.8,9.5,8.4,8.8,12.1,33.1,3.7,31.3,15.1
133,AL,Huntsville,137000,1089000902,0137000-01089000902,27.1,16.1,31.5,6.9,10.1,5.6,6.9,8.6,34.6,2.6,30.9,16.8
134,AL,Huntsville,137000,1089001000,0137000-01089001000,27.7,15.7,32.6,6.5,10.2,6.0,7.9,9.4,36.1,2.9,33.3,19.4
135,AL,Huntsville,137000,1089001200,0137000-01089001200,34.1,8.0,51.3,5.0,15.9,10.0,14.5,21.9,50.4,7.7,53.7,33.5
136,AL,Huntsville,137000,1089001301,0137000-01089001301,21.4,13.4,35.4,3.4,12.5,5.0,7.5,11.3,45.6,3.3,43.3,25.1
137,AL,Huntsville,137000,1089001302,0137000-01089001302,30.4,11.6,42.9,6.3,12.0,7.5,8.8,14.7,41.5,4.5,40.7,20.2
138,AL,Huntsville,137000,1089001401,0137000-01089001401,22.5,17.3,28.2,5.4,9.7,3.9,4.9,7.3,35.5,2.0,30.7,14.7
139,AL,Huntsville,137000,1089001402,0137000-01089001402,23.3,15.0,31.7,5.2,10.7,5.1,6.5,9.2,38.0,2.7,33.6,18.0
140,AL,Huntsville,137000,1089001500,0137000-01089001500,22.4,14.6,31.8,4.7,11.3,5.9,7.7,10.1,39.5,3.2,34.7,20.8
141,AL,Huntsville,137000,1089001700,0137000-01089001700,30.7,14.4,34.1,9.1,8.9,6.0,5.9,8.8,30.4,2.6,27.4,10.8
142,AL,Huntsville,137000,1089001801,0137000-01089001801,33.5,12.9,37.7,10.2,8.7,7.2,6.4,10.0,29.7,3.0,27.8,10.5
143,AL,Huntsville,137000,1089001901,0137000-01089001901,32.5,12.7,37.0,9.9,8.4,6.5,5.9,9.9,29.6,2.7,26.4,9.4
144,AL,Huntsville,137000,1089001902,0137000-01089001902,38.3,10.4,42.7,12.7,8.3,8.9,7.2,11.4,27.9,3.7,26.1,9.0
145,AL,Huntsville,137000,1089001903,0137000-01089001903,32.6,13.1,36.8,10.0,8.7,6.7,6.1,9.7,29.6,2.8,26.6,9.8
146,AL,Huntsville,137000,1089002000,0137000-01089002000,28.2,15.6,32.0,8.0,9.3,5.8,6.2,8.3,31.7,2.6,28.1,13.3
147,AL,Huntsville,137000,1089002100,0137000-01089002100,31.7,10.8,43.3,5.4,13.5,9.2,13.4,16.6,45.3,5.4,46.5,30.8
148,AL,Huntsville,137000,1089002200,0137000-01089002200,31.8,11.8,41.0,6.5,11.9,9.3,12.2,15.2,40.8,5.2,40.6,25.8
149,AL,Huntsville,137000,1089002300,0137000-01089002300,31.1,12.1,40.4,6.2,12.1,8.7,11.9,14.3,41.7,4.6,41.3,26.9
150,AL,Huntsville,137000,1089002400,0137000-01089002400,28.4,12.0,39.7,5.1,11.8,7.9,10.6,14.7,41.8,4.4,43.8,26.4
151,AL,Huntsville,137000,1089002501,0137000-01089002501,23.7,12.7,36.7,3.5,12.1,6.5,10.1,13.2,45.0,3.9,46.0,30.4
152,AL,Huntsville,137000,1089002502,0137000-01089002502,22.5,14.0,33.7,3.8,12.3,5.3,8.6,10.5,44.3,3.2,42.0,27.4
153,AL,Huntsville,137000,1089002600,0137000-01089002600,35.9,11.6,41.6,10.4,9.6,9.3,8.9,12.5,32.6,4.3,30.6,13.7
154,AL,Huntsville,137000,1089002701,0137000-01089002701,34.1,12.6,38.3,10.5,8.9,7.5,6.9,10.4,30.5,3.2,26.9,10.9
155,AL,Huntsville,137000,1089002721,0137000-01089002721,35.2,12.0,40.4,10.0,9.4,8.4,8.1,12.0,31.5,3.6,30.5,12.9
156,AL,Huntsville,137000,1089002722,0137000-01089002722,31.3,13.5,35.9,9.2,8.9,6.4,6.2,9.8,30.5,2.7,27.3,10.9
157,AL,Huntsville,137000,1089002801,0137000-01089002801,33.3,12.4,39.0,9.0,10.0,8.4,8.6,11.8,33.6,3.8,31.8,15.1
158,AL,Huntsville,137000,1089002802,0137000-01089002802,28.1,15.2,32.8,6.9,9.6,5.6,6.6,9.4,34.6,2.6,30.9,15.5
159,AL,Huntsville,137000,1089002911,0137000-01089002911,32.2,13.7,36.6,8.9,9.3,6.9,7.2,10.4,32.1,3.0,28.9,13.2
160,AL,Huntsville,137000,1089002912,0137000-01089002912,31.7,13.7,35.9,8.9,9.0,6.3,6.4,10.0,31.4,2.7,28.0,11.6
161,AL,Huntsville,137000,1089002921,0137000-01089002921,30.4,13.8,35.8,7.5,10.0,6.9,8.0,10.8,34.7,3.3,32.2,17.0
162,AL,Huntsville,137000,1089002922,0137000-01089002922,29.5,14.7,33.7,8.0,9.0,5.6,6.0,9.3,32.1,2.5,28.3,12.4
163,AL,Huntsville,137000,1089003000,0137000-01089003000,37.7,9.6,49.5,7.2,13.0,13.0,15.9,19.8,42.8,7.2,46.2,30.5
164,AL,Huntsville,137000,1089003100,0137000-01089003100,32.0,13.5,41.6,7.1,11.1,8.9,11.2,13.7,39.8,4.5,38.4,24.2
165,AL,Huntsville,137000,1089010502,0137000-01089010502,39.5,10.2,52.1,8.9,11.4,9.9,10.4,18.9,40.1,5.8,40.1,18.2
166,AL,Huntsville,137000,1089010612,0137000-01089010612,21.7,17.4,27.8,5.2,10.2,3.6,4.9,7.2,37.1,2.0,30.3,15.2
167,AL,Huntsville,137000,1089010622,0137000-01089010622,18.2,14.9,28.2,3.7,11.7,3.6,4.9,7.6,39.7,2.2,33.8,16.0
168,AL,Huntsville,137000,1089010623,0137000-01089010623,22.7,16.8,29.1,5.4,9.8,3.8,4.7,7.7,35.7,2.0,29.8,13.8
169,AL,Huntsville,137000,1089010624,0137000-01089010624,23.4,16.4,31.3,5.5,9.7,4.3,5.2,8.9,37.1,2.2,31.3,14.6
170,AL,Huntsville,137000,1089010702,0137000-01089010702,25.6,13.6,37.0,5.0,12.2,4.9,6.9,11.2,42.4,3.1,38.7,20.1
171,AL,Huntsville,137000,1089010800,0137000-01089010800,31.2,14.6,35.9,7.5,9.9,6.2,7.7,10.4,35.0,2.9,32.7,16.7
172,AL,Huntsville,137000,1089010901,0137000-01089010901,25.7,16.2,29.6,6.9,8.9,4.4,4.8,7.5,31.7,2.0,28.1,11.6
173,AL,Huntsville,137000,1089011022,0137000-01089011022,16.5,19.7,22.2,3.4,9.7,2.7,4.2,5.5,36.2,1.4,28.8,16.7
174,AL,Huntsville,137000,1089011200,0137000-01089011200,19.7,17.6,26.6,4.6,9.7,3.4,4.4,6.8,36.3,1.8,30.2,14.5
175,AL,Huntsville,137000,1089011300,0137000-01089011300,35.0,13.3,39.5,8.7,9.8,7.7,9.2,11.9,34.4,3.5,32.5,17.6
176,AL,Mobile,150000,1097000200,0150000-01097000200,35.0,12.8,49.3,7.4,10.8,10.4,10.9,18.2,39.1,5.7,40.6,22.1
177,AL,Mobile,150000,1097000401,0150000-01097000401,35.6,9.9,55.8,6.0,13.5,10.0,11.6,22.6,46.8,7.1,49.2,26.3
178,AL,Mobile,150000,1097000402,0150000-01097000402,47.5,5.9,65.9,9.1,14.8,16.1,17.6,33.1,46.1,11.7,54.2,25.5
179,AL,Mobile,150000,1097000500,0150000-01097000500,38.0,9.2,58.4,6.5,13.7,11.5,13.0,24.8,47.3,8.2,50.6,27.2
180,AL,Mobile,150000,1097000600,0150000-01097000600,36.7,8.7,55.5,6.3,14.6,10.9,12.9,23.4,47.6,8.0,49.4,26.9
181,AL,Mobile,150000,1097000701,0150000-01097000701,40.0,8.5,60.1,7.2,13.6,12.2,13.3,26.1,46.9,8.6,49.7,25.5
